Line-Trace,Pred-TVs,Lable-TVs,Dffirence
2880_1400,29,28,1
2880_1440,28,27,1
2880_1520,26,25,1
2880_1560,27,27,0
2880_1600,25,26,-1
2880_1640,28,27,1
2880_1680,26,29,-3
2880_1720,25,27,-2
2880_1760,24,25,-1
2880_1800,25,25,0
2880_1880,27,30,-3
2880_1960,27,30,-3
2880_2000,24,28,-4
2880_2040,28,29,-1
2880_2080,27,30,-3
2880_2120,28,30,-2
2880_2200,25,27,-2
2880_2240,25,29,-4
2880_2280,26,26,0
2880_2320,23,26,-3
2880_2440,26,24,2
2880_2480,27,25,2
2920_800,25,27,-2
2920_880,23,28,-5
2920_920,28,29,-1
2920_960,22,30,-8
2920_1000,29,31,-2
2920_1040,28,29,-1
2920_1120,24,28,-4
2920_1160,28,29,-1
2920_1200,29,29,0
2920_1280,26,28,-2
2920_1320,25,31,-6
2920_1360,26,31,-5
2920_1400,26,26,0
2920_1440,28,28,0
2920_1480,27,27,0
2920_1560,30,30,0
2920_1600,26,29,-3
2920_1640,26,28,-2
2920_1680,26,29,-3
2920_1720,26,27,-1
2920_1760,27,29,-2
2920_1840,24,27,-3
2920_1880,30,27,3
2920_1920,25,29,-4
2920_1960,26,25,1
2920_2040,27,28,-1
2920_2080,26,29,-3
2920_2120,24,28,-4
2920_2200,27,28,-1
2920_2240,23,27,-4
2920_2280,25,27,-2
2920_2320,26,27,-1
2920_2360,22,27,-5
2920_2440,24,27,-3
2920_2480,27,27,0
2960_800,23,25,-2
2960_840,25,28,-3
2960_920,28,28,0
2960_960,27,25,2
2960_1000,26,28,-2
2960_1040,26,28,-2
2960_1080,28,28,0
2960_1120,29,26,3
2960_1160,26,29,-3
2960_1240,29,28,1
2960_1280,28,28,0
2960_1360,23,28,-5
2960_1400,26,28,-2
2960_1440,24,30,-6
2960_1480,27,29,-2
2960_1520,27,30,-3
2960_1600,27,28,-1
2960_1640,27,28,-1
2960_1720,28,30,-2
2960_1800,25,27,-2
2960_1840,25,29,-4
2960_1880,25,30,-5
2960_1920,25,29,-4
2960_2000,27,28,-1
2960_2040,25,26,-1
2960_2080,26,28,-2
2960_2120,24,28,-4
2960_2160,26,28,-2
2960_2240,24,28,-4
2960_2320,28,30,-2
2960_2360,24,30,-6
2960_2400,24,26,-2
2960_2440,28,27,1
2960_2480,24,26,-2
3000_800,24,26,-2
3000_840,27,29,-2
3000_880,28,30,-2
3000_920,25,28,-3
3000_960,25,28,-3
3000_1000,25,26,-1
3000_1040,27,25,2
3000_1080,29,29,0
3000_1160,28,28,0
3000_1200,30,27,3
3000_1240,27,29,-2
3000_1280,27,28,-1
3000_1320,28,29,-1
3000_1360,27,29,-2
3000_1400,31,30,1
3000_1440,27,27,0
3000_1560,27,29,-2
3000_1600,26,27,-1
3000_1640,25,27,-2
3000_1680,27,27,0
3000_1720,28,29,-1
3000_1760,24,29,-5
3000_1840,26,27,-1
3000_1920,28,30,-2
3000_1960,27,29,-2
3000_2000,28,30,-2
3000_2040,23,29,-6
3000_2080,28,29,-1
3000_2160,27,29,-2
3000_2200,26,29,-3
3000_2240,26,29,-3
3000_2280,24,27,-3
3000_2320,25,28,-3
3000_2400,24,27,-3
3040_800,28,23,5
3040_840,26,23,3
3040_880,26,22,4
3040_920,28,21,7
3040_1000,28,22,6
3040_1040,30,26,4
3040_1080,31,25,6
3040_1120,31,23,8
3040_1200,25,22,3
3040_1240,26,22,4
3040_1280,25,21,4
3040_1360,28,23,5
3040_1400,27,23,4
3040_1440,28,23,5
3040_1480,26,24,2
3040_1520,25,20,5
3040_1560,30,21,9
3040_1600,26,23,3
3040_1640,26,22,4
3040_1680,24,23,1
3040_1720,27,24,3
3040_1760,27,23,4
3040_1880,24,21,3
3040_1920,24,23,1
3040_1960,28,24,4
3040_2000,24,23,1
3040_2080,26,25,1
3040_2160,28,25,3
3040_2200,24,23,1
3040_2240,28,23,5
3040_2280,30,24,6
3040_2360,26,24,2
3040_2400,25,23,2
3040_2440,22,23,-1
3040_2480,21,23,-2
3080_840,25,21,4
3080_880,25,23,2
3080_920,26,24,2
3080_960,26,24,2
3080_1000,27,24,3
3080_1040,30,24,6
3080_1120,29,25,4
3080_1160,32,24,8
3080_1200,28,24,4
3080_1240,25,24,1
3080_1280,30,23,7
3080_1360,25,23,2
3080_1400,29,23,6
3080_1440,24,25,-1
3080_1480,25,25,0
3080_1520,24,24,0
3080_1560,28,25,3
3080_1600,25,24,1
3080_1640,27,25,2
3080_1720,27,24,3
3080_1800,27,25,2
3080_1880,25,26,-1
3080_1960,26,26,0
3080_2000,25,25,0
3080_2040,26,26,0
3080_2080,26,26,0
3080_2120,25,24,1
3080_2160,28,27,1
3080_2240,26,25,1
3080_2280,28,25,3
3080_2320,28,25,3
3080_2360,25,24,1
3080_2400,25,23,2
3080_2440,28,25,3
3080_2480,27,24,3
3120_840,27,24,3
3120_880,24,24,0
3120_920,26,25,1
3120_960,26,24,2
3120_1000,27,25,2
3120_1040,27,24,3
3120_1080,28,25,3
3120_1160,32,27,5
3120_1200,24,25,-1
3120_1280,28,25,3
3120_1320,24,24,0
3120_1400,26,27,-1
3120_1440,29,24,5
3120_1520,25,23,2
3120_1560,25,24,1
3120_1600,23,26,-3
3120_1640,23,26,-3
3120_1720,26,25,1
3120_1800,28,27,1
3120_1840,26,25,1
3120_1880,27,25,2
3120_1920,25,24,1
3120_1960,26,26,0
3120_2000,24,26,-2
3120_2040,21,25,-4
3120_2120,24,26,-2
3120_2160,25,25,0
3120_2240,24,23,1
3120_2280,25,24,1
3120_2320,26,24,2
3120_2360,25,23,2
3120_2400,22,23,-1
3120_2440,23,24,-1
3160_800,25,24,1
3160_920,23,23,0
3160_960,26,23,3
3160_1000,25,25,0
3160_1040,26,24,2
3160_1080,30,25,5
3160_1120,27,24,3
3160_1160,24,24,0
3160_1200,28,22,6
3160_1240,27,25,2
3160_1320,25,23,2
3160_1360,26,24,2
3160_1440,25,23,2
3160_1480,25,25,0
3160_1520,26,26,0
3160_1600,27,25,2
3160_1640,25,27,-2
3160_1680,23,27,-4
3160_1760,26,26,0
3160_1800,29,26,3
3160_1840,28,25,3
3160_1880,25,28,-3
3160_1920,22,26,-4
3160_1960,27,25,2
3160_2000,24,25,-1
3160_2040,26,26,0
3160_2080,25,26,-1
3160_2120,27,28,-1
3160_2200,25,25,0
3160_2240,24,24,0
3160_2320,22,24,-2
3160_2360,25,24,1
3160_2400,25,26,-1
3160_2440,27,25,2
3160_2480,24,25,-1
3200_800,23,25,-2
3200_840,25,26,-1
3200_920,28,24,4
3200_1000,29,22,7
3200_1040,22,25,-3
3200_1080,25,24,1
3200_1120,25,25,0
3200_1200,24,25,-1
3200_1240,24,25,-1
3200_1280,26,25,1
3200_1360,26,26,0
3200_1400,23,23,0
3200_1480,28,22,6
3200_1520,26,25,1
3200_1560,26,25,1
3200_1600,24,25,-1
3200_1680,26,24,2
3200_1720,25,27,-2
3200_1760,27,26,1
3200_1800,27,25,2
3200_1840,25,27,-2
3200_1880,24,27,-3
3200_1920,26,24,2
3200_1960,25,26,-1
3200_2000,28,25,3
3200_2040,26,25,1
3200_2080,25,26,-1
3200_2160,26,23,3
3200_2280,22,24,-2
3200_2320,23,24,-1
3200_2360,23,23,0
3200_2400,29,25,4
3200_2440,25,25,0
3200_2480,24,23,1
3240_800,23,24,-1
3240_840,26,22,4
3240_880,25,23,2
3240_920,25,22,3
3240_960,25,24,1
3240_1000,24,25,-1
3240_1040,27,22,5
3240_1080,24,22,2
3240_1160,25,24,1
3240_1200,24,23,1
3240_1240,25,23,2
3240_1280,26,25,1
3240_1320,25,24,1
3240_1360,23,23,0
3240_1400,23,25,-2
3240_1440,27,24,3
3240_1520,23,25,-2
3240_1560,26,25,1
3240_1640,25,23,2
3240_1680,23,26,-3
3240_1760,25,26,-1
3240_1800,27,25,2
3240_1880,27,25,2
3240_1920,27,24,3
3240_1960,25,24,1
3240_2000,25,25,0
3240_2040,25,24,1
3240_2080,26,24,2
3240_2120,23,24,-1
3240_2160,27,23,4
3240_2200,25,23,2
3240_2240,26,25,1
3240_2280,27,22,5
3240_2320,24,22,2
3240_2360,24,23,1
3240_2480,24,22,2
DiffAll,DiffAll,DiffAll,92
Mean,26,26,0
Median,26,26,0
